71565,kuca,izdavanje,Beograd,Savski Venac,550,NULL,NULL,NULL,NULL,etažno,polunamešteno,NULL,1,NULL,NULL,NULL,5,6000,"Izdajerse luksuzna kuća na Dedinju nedaleko od RTV Pink. Struktura je podeljena na 12 prostorija i 5 kupatila, a poseduje i garažu za 2 manja vozila. Takođe, postoji mogućnost parkiranja ispred ulaza u garažu. Nalazi se na parceli od 5a. Kuća je idealna za diplomatska predstavništva, rezidencije, firme...

Agencijska provizija je u skladu sa našim Opštim uslovima poslovanja.

www.jevticnekretnine.rs"
71746,kuca,izdavanje,Beograd,Stari Grad opština,550,NULL,uobičajeno,NULL,NULL,etažno,prazno,NULL,NULL,NULL,NULL,NULL,NULL,6000,"Agencijska provizija u skladu sa opštim uslovima poslovanja preduzeća. OPIS NEKRETNINE: Vila se nalazi u neposrednoj blizini Knez Mihajlove ulice (Gornji Dorćol), izdaje se nenameštena, odmah je useljiva, ima odličan raspored prostorija, veoma je prostrana, sa dosta sabona, soba, kupatila, prizemlje i sprat su povezani velelepnim stubištem. Vila ima dva ulaza i deljiva je u više samostalnih celina. Rapolaže sa zasebnom garažom, a ispred vile postoji mogućnost zakupa 9 parking mesta. Shodno mestu, lokaciji i strukturi kao i veličini vile, idealna je za predstavništva velikih kompanija, za ambasade, klinike itd. PROSTORIJE: SUTEREN - vinski podrum; PRIZEMLJE - veliki salon, sedam soba, kuhinja sa trpezariijom, četiri kupatila, u nivou prizemlja je i garaža; I SPRAT - veliki salon, šest soba, četiri kupatila. AGENT PRODAJE 060/2395-569"
71788,kuca,izdavanje,Beograd,Savski Venac,550,NULL,novo,NULL,NULL,na gas,polunamešteno,NULL,1,NULL,NULL,10,1,6000,"RETKO U PONUDI - VILA NA DEDINJU - PRESTIŽNA LOKACIJA.

Izdaje se rezidencijalna vila u elitnom delu Beograda,sa dvorištem,parking mestima i dve garaže.

Prostor je veoma komforan, svetao, klimatizovan, opremljen podnim i zidnim grejanjem po sistemu pumpi i gasa.
Veoma pogodna za ambasade, predstavništva firmi i stranih kompanija.

Agencijska provizija 50%"
108064,kuca,izdavanje,Beograd,Savski Venac,600,2008,NULL,NULL,NULL,NULL,prazno,NULL,1,NULL,NULL,11,4,6000,"Odlično uređena vila koja se nalazi u srcu Dedinja, nedaleko od centra grada i svih bitnih gradskih saobraćajnica.
Prostire se na četiri nivoa, odnosno nisko prizemlje u nivou dvorišta, visoko prizemlje, prvi sprat i potkrovlje. Takođe poseduje  uređeno dvorište, sa travnjakom, kao i dodatni objekat u dvorištu.Veoma je izolovana od prolaznika i buke koja je svedena na minimum. Na prizjmlju kuće, koje je u nivou dvorišta, nalazi se prostran otvoren prostor od cca 80m2, sa izlazom ka dvorištu. Na ostalim nivoima ima ukupno jedanaest kancelarija i više kupatila i toaleta, a većina kancelarija ima izlaz na terasu. Izdaje se nenameštena, osim kuhinje.
Četiri parking mesta i dve garaže  su na raspolaganju korisniku kuće. Grejanje na toplotne pumpe obezbeđuje maksimalnu efikasnost uz minimalne troškove.
Kuća je u odličnom stanju, sa dosta prirodnog osvetljenja i savršenom energijom. Odličan izbor za porodice sa više dece, ili kombinaciju stambene i poslovne namene.
 "
72430,kuca,izdavanje,Beograd,Savski Venac,700,NULL,NULL,NULL,NULL,NULL,polunamešteno,NULL,NULL,NULL,NULL,NULL,5,6000,"Izdaje fantastična kuća na Dedinju idealna za rezidencije, predstavništva firmi... Kuća sa prelepim dvotištem nalazi se na 12a placa i poseduje 4 etaže. Prvu etažu, površine 140m2, čini open space prostor, opremljena kuhinja, toalet i još jedna manja prostorija. Na prvom nivou, površine 240m2, nalazi se veliki open space prostor, ostava, kupatilo i toalet. Na prvom spratu se nalazi open space prostor, 5 kancelarija, dva kupatila i dve terase. Na drugom spratu se nalazi još jedan open space, dve kancelarije, kuhinja i kupatilo. Svaka prostorija opremljena je klima uređajem, sve instalacije su razvučene. Kuća je obezbeđenja alarmom i video nadzorom, a kamerezsu postavljenje kako u spolja tako i unutar kuće. U dvorištu postoji dva parking mesta dok okolina nije zonirana.

Agencijska provizija je u skladu sa našim Opštim uslovima poslovanja.

www.jevticnekretnine.rs"
71619,kuca,izdavanje,Beograd,Savski Venac,550,NULL,NULL,NULL,NULL,podno,polunamešteno,NULL,1,NULL,NULL,10,NULL,6000,"Luksuzna rezidencijalna vila od 550 m2 na najlepšem delu Dedinja koju okružuje prelepo uređeno dvorište. Unutar vile su vompletno ugrađeni materijali najvišeg kvaliteta, podno i zidno grejanje po sistemu toplotnih pumpi i gasa, klima uređaji, video nadzor, alarm i mnogi drugi propratni sadržaji koji ovu vilu svakako izdvajaju iz ponude i pružaju potpuni komfor stanarima.U sklopu vile se nalaze dva velika odvojena garažna mesta, kao i dodatni prostor gde je moguće parkirati još 8 vozila. U kvadratruru nisu uračunate velike terase.

Godinama unazad je vila rentirana ambasadama, diplomatama, stranim predstavništvima, kao i stranim državljanima i sportistima."
108034,kuca,izdavanje,Beograd,Savski Venac,550,NULL,novo,NULL,NULL,centralno,prazno,NULL,1,NULL,NULL,10,2,6000,"Odlična kuća iz 2006. godine u ulici Neznanog junaka u neposrednoj blizini zgrade PINK-a.
Sastoji se iz prizemlja, partera i dva sprata.
Prizemlje sa sastoji od dve garaže, toaleta, sobe, i nastrašnice za četiri automobila.  U parteru se nalazi dnevni boravak, kuhinja sa trpezarijom, radna soba, toalet i dve terase.  Na prvom spratu se nalaze tri sobe, kupatilo, kuhinja i dve terase.  Drugi sprat se sastoji od dve velike sobe, kupatila, toaleta, male sobe i dve terase.
Grejanje u kući je preko toplotnih pumpi.
Agencijska provizija uiskladu sa opštim uslovima poslovanja"
108822,kuca,izdavanje,Beograd,Savski Venac,600,NULL,novo,NULL,NULL,centralno,prazno,NULL,1,NULL,NULL,NULL,NULL,6000,"PR+II+PTK, video nadzor, za stanovanje ili poslovni yrostor. Kuca na Dedinju rezidencionalnog karaktera Agencijska usluga 50% od prve zakupnine po realizaciji. ID oglasa: 14220."
72014,kuca,izdavanje,Beograd,Zvezdara opština,500,NULL,uobičajeno,NULL,NULL,etažno,NULL,NULL,NULL,NULL,NULL,6,NULL,6000,"AGENCIJSKA PROVIZIJA U SKLADU SA OPŠTIM USLOVIMA POSLOVANJA PREDUZEĆA. OPIS NEKRETNINE: Izdaje se veća porodična vila u blizini Liona, Bulevara Kralja Aleksandra i tranvajskih stanica kao i u blizini Zvezdara Teatra. Vila je savremenog izgleda sa luksuznim enterijeromi modernom kuhinjom. Tamno zemljani tonovi u kombinaciji sa prirodnim kamenom, luqsuznim sanitarijama, stolarijom i zidnim dekorom, dodatno naglašavaju kvalitet gradnje i ugrađenih materijala. Vila je namenjena kako za porodice tako i za mlade parove i profesionalce koji žele luksuz i komfor na odličnoj lokaciji. Pored stanovanja u Vili je moguće organizovati i razne vrste poslovanja kao i manju specijalističku bolnicu ili ambulantu. Lokacija je opremljena kamerama, interfonom i alarmom.Kuća ima veliko i prostrano dvorite, za uzivanje i odmor. PROSTORIJE: PODRUM: garaža, hodnik, 3 spavaće sobe, ostava, kupatilo, vešernica PRIZEMLJE: Predosblje, kuhinja sa trpezarijom, dnevna soba, garderober, kamin, spavaća soba, toalet. I SPRAT: Trpezarija, 2 spavaće sobe, 3 kupatila, sauna, đakuzi, garderober, ostava POTKROVLJE: Dnevna soba, 3 spavaće sobe, kupatilo, garderober. AGETNT PRODAJE:060/2395-606"
72021,kuca,izdavanje,Beograd,Zvezdara opština,461,NULL,novo,NULL,NULL,etažno,namešteno,NULL,1,NULL,NULL,NULL,NULL,6000,"Luksuzno opremljena porodična vila.
Vila je savremenog izgleda sa luksuznim enterijerom i modernom kuhinjom. Poseduje dnevnu sobu i trpezariju, 6 spavaćih soba, 1 master kupatilo sa jakuzzi-jem i finskom saunom, 3 standardna kupatila, 1 toalet, prostor za teretanu i nekoliko pomoćnih prostorija. Tamno zemljani tonovi u kombinaciji sa prirodnim kamenom, luksuznim sanitarijama, stolarijom i zidnim dekorom, dodatno naglašavaju kvalitet gradnje i ugrađenih materijala. U vili je moguće organizovati i razne vrste poslovanja kao i manju specijalističku bolnicu ili ambulantu.
Vila se nalazi u blizini Liona, Bulevara kralja Aleksandra kao i u blizini Zvezdara Teatra. ID oglasa: 4i528."
71946,kuca,izdavanje,Beograd,Savski Venac,800,NULL,NULL,NULL,NULL,etažno,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6000,"Agencijski ID : 1079.
 Zgrada se nalazi na Placu od 10 ari , Površine u osnovi 295 m2 sa strukturom Su+Pr+1+Pk. Površina Zgrade je oko 800 m2 koncipirana kao Poslovna zgrada koja može lako da se prilagodi nameni ...
Nalazi se 250m od Boluice Dragiše Mišović i Kružnog toka Pink .


 Poseduje 3 mokra cvora."
108057,kuca,izdavanje,Beograd,Savski Venac,425,NULL,renovirano,NULL,NULL,na struju,prazno,NULL,1,NULL,NULL,NULL,NULL,5500,"Kuća na 3 nivoa, novije grndnje, bez lifta, sa video nadzorom od 9 kamera i alarmnim sistemom sa senzorima.
Kuća na velikom placu od 13 ari, na tri nivoa: I nivo : sadrži kuhinju sa kaminom, dve vinarije i izlaz na dvorište, WC, parno kupatilo, saunu, tuš, teretanu sa Jacuzzijem i izlazom na dvorište.II nivo: Veliku dnevnu sobu sa radnim delom, kaminom, izlazom na dvorište sa bazenom, dva WC-a, kuhinju trpezariju i dva izlaza na dvorište.III nivo: Tri spavaće sobe, veliki hodnik, dva kupatila sa podnim grejanjem. Raspolaže i sa gostinjskim prostorom od 75m2, koji na prvom nivou ima ulaz iz bočnog dvorišta, kuhinju sa trpezarijom, veliku sobu sa izlazom na bazen, kupatilo, na drugom nivou dve sobe sa WC-om. 
Nalazi se u blizini mnogobrojnih ambasada, poznatih kafića i restorana, u blizini autoputa.  ID oglasa: 42266."
108038,kuca,izdavanje,Beograd,Savski Venac,504,NULL,novo,NULL,NULL,na gas,polunamešteno,NULL,1,NULL,NULL,NULL,NULL,5500,"Kuća na četiri nivoa, međusobono povezana stepenicama.
U prizemlju se pored ulaznog dela nalazi stepenište koje vodi na ostale nivoe, dnevna soba, kuhinja sa trpezarijom, spavaća soba i terasa, i toalet, dok se na prvom spratu nalaze se hodnik, dve spavaće sobe, dva kupatila, dva garderobera, kao i dve terase. Drugi sprat poseduje dnevni boravak, sav u staklu, čijoj toplini doprinosi kamin, kupatilo, toalet, i terasa. Kako se udobnost zasniva na kvalitetu, obezbeđena je vrhunska tehnička opremljenost, renomiranih proizvođača. U sklopu kuće nalazi se garaža, dok je pristup kući kontrolisan rampom. Trenutno je u fazi manjih, završnih, unutrašnjih dadova.
Nalazi se u mirnom kraju, u blizini VMA, kao i glavnih gradskih saobraćajnica. ID oglasa: 42322."
71702,kuca,izdavanje,Beograd,Zvezdara opština,500,2006,NULL,NULL,NULL,etažno,polunamešteno,NULL,1,NULL,NULL,6,3,5200,"Izdaje se luksuzna vila nedaleko od Zvezdara Teatra.
Vila je savremenog izgleda sa luksuznim enterijerom i modernom kuhinjom. Poseduje dnevnu sobu i trpezariju, 6 spavaćih soba, 1 master kupatilo sa đakuzijem i finskom saunom, 3 standardna kupatila, 1 toalet, ugradne ormane, prostor za teretanu i nekoliko pomoćnih prostorija. Tamno zemljani tonovi u kombinaciji sa prirodnim kamenom, luksuznim sanitarijama, stolarijom i zidnim dekorom, dodatno naglašavaju kvalitet gradnje i ugrađenih materijala.
Vila je namenjena kako za porodice, tako i za mlade parove i profesionalce koji žele luksuz i komfor na odličnoj lokaciji. Pored stanovanja u Vili je moguće organizovati i razne vrste poslovanja kao i manju specijaliustičku bolnicu ili ambulantu.
Kuća je opregljena kamerama, interfonom i alarmom, a poseduje i garažu.

Agencijska provizija je u skladu sa našim Opštim uslovima poslovanja.

www.jevticnekretnine.rs

"
